HeavyAtomCount,HeavyAtomMolWt,apol,AMR,nAtom,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,bpol,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,TPSA,TSRW,MW,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,band gap(eV),Feimi energy(eV),HOMO,LUMO,Adsorption Energy(eV)
5,130.381,12.060379,25.7097,8,4,7,7,7,4,0,0,0,0,4.539621,6.085309383,8.628186453,8.305882353,8.036,7.113999401,61.20887365,0.760663673,1.078523307,1.038235294,1.0045,0.889249925,7.651109207,0,7.183870715,131.9300331,0,0,0,0,0,0,0,0,3,0,1,0,0,32,2.864,-3.571,-5.074,-2.209,-1.055505716
3,40.025,7.960758,14.2808,9,2,8,8,8,2,0,0,0,0,5.239242,4.141410543,8.98980335,8.560784314,8.736,4.713028743,73.00548383,0.460156727,0.998867039,0.951198257,0.970666667,0.52366986,8.111720426,38.05,4.852030264,46.05309819,3,2,0,0,0,0,2,2,2,0,0,0,0,20,3.602,-3.327,-5.187,-1.585,-1.055766945
4,94.928,9.213586,20.4606,6,3,5,4,4,2,1,1,0,1,3.026414,4.723539589,6.418790969,6.203921569,6.024,5.409332934,45.30104551,0.787256598,1.069798495,1.033986928,1.004,0.901555489,7.550174251,0,6.59441346,95.95335542,0,0,0,0,0,0,0,0,2,0,0,0,0,24,3.33,-3.927,-5.659,-2.33,-1.090559441
11,144.085,19.153172,39.7488,15,12,16,11,8,4,5,2,0,8,8.204828,11.22805292,15.76766205,15.49803922,15.72,11.03782754,110.9762407,0.748536861,1.05117747,1.033202614,1.048,0.73585517,7.398416048,43.37,9.633645398,148.016044,0,3,1,1,1,1,3,0,3,0,0,0,0,54,0.951,-4.43,-4.976,-4.025,-1.111768006
7,88.065,19.363516,29.5874,19,6,18,17,17,5,1,1,0,1,14.076484,9.965765927,18.6576839,17.70196078,17.96,11.27156647,146.3240515,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,7.701265868,17.07,7.958576904,100.088815,0,1,0,0,0,0,1,0,1,0,2,0,0,42,3.729,-4.041,-5.972,-2.243,-1.146843501
5,66.039,10.515965,17.5136,10,4,9,7,7,2,2,2,0,2,5.764035,5.82733218,10.21340131,9.854901961,10.028,6.135308383,77.79955988,0.582733218,1.021340131,0.985490196,1.0028,0.613530838,7.779955988,43.09,7.183870715,71.03711378,2,2,0,0,0,0,1,1,2,0,1,0,0,28,1.995,-3.945,-4.995,-3,-1.161279149
5,68.031,9.551172,17.2914,9,4,8,6,6,2,2,2,0,2,5.330828,5.513253816,9.436999272,9.149019608,9.32,5.557588024,69.10824671,0.612583757,1.048555475,1.016557734,1.035555556,0.61750978,7.678694079,37.3,7.183870715,72.02112937,1,2,0,0,0,0,1,1,2,0,1,0,0,28,2.331,-4.129,-5.341,-3.01,-1.164873775
6,82.038,12.651551,18.7833,13,5,12,11,11,4,1,1,0,1,9.866449,7.083959088,13.43190095,12.92941176,13.188,7.414102395,102.2396413,0.54491993,1.03322315,0.994570136,1.014461538,0.570315569,7.864587794,52.32,7.46565531,89.04767846,2,3,0,0,0,0,2,1,3,0,2,0,0,36,3.565,-3.245,-5.08,-1.515,-1.165491473
5,106.939,13.640758,25.24,11,4,10,10,10,4,0,0,0,0,7.399242,6.807195196,11.19446468,10.65490196,10.544,8.006441916,84.61486108,0.618835927,1.017678607,0.968627451,0.958545455,0.727858356,7.692260098,0,7.183870715,111.9846556,0,0,0,0,0,0,0,0,2,0,1,0,0,32,3.675,-3.788,-5.691,-2.016,-1.189007565
8,96.088,20.74793,39.5198,18,8,18,15,12,2,3,0,0,6,10.93207,10.70913902,17.43918427,16.62745098,16.8,11.99277246,135.3693593,0.594952168,0.96884357,0.923747277,0.933333333,0.666265136,7.52051996,0,8.796490207,106.0782503,0,0,0,0,1,1,0,0,0,0,0,0,0,42,3.735,-4.051,-5.993,-2.258,-1.19061848
8,96.088,26.082274,38.1492,26,7,25,25,25,7,0,0,0,0,19.677726,12.87645023,24.99053168,23.52941176,23.84,15.18699042,200.5116012,0.495248086,0.961174295,0.904977376,0.916923077,0.584115016,7.711984661,0,8.635687085,114.1408506,0,0,0,0,0,0,0,0,0,0,2,0,0,50,3.79,-3.932,-5.891,-2.101,-1.211944054
8,98.084,19.421137,38.7876,17,8,17,14,11,2,3,0,0,6,9.178863,10.19618868,16.65841224,15.95686275,16.148,11.25217784,129.1869383,0.599775805,0.979906602,0.938638985,0.949882353,0.661892814,7.599231666,26.02,8.796490207,107.0734993,2,1,0,0,1,1,1,1,1,0,0,0,0,42,2.738,-3.819,-5.185,-2.448,-1.234913197
9,112.087,20.216344,39.4649,17,10,18,15,12,4,3,0,0,6,10.661656,10.88211032,16.8820102,16.25098039,16.44,11.67445749,127.2383198,0.640124136,0.993059423,0.955940023,0.967058824,0.686732793,7.484607045,12.53,9.339788439,120.0575149,0,1,1,1,1,1,1,0,1,0,1,1,1,46,3.08,-3.747,-5.326,-2.246,-1.259996666
10,120.11,22.934344,49.1528,18,11,19,14,8,0,5,0,0,11,8.745656,12.16731122,17.55134741,16.90196078,17.04,13.19421796,132.569188,0.675961734,0.975074856,0.938997821,0.946666667,0.733012109,7.36495489,0,9.288504393,128.0626003,0,0,0,0,2,2,0,0,0,0,0,0,0,48,3.367,-4.112,-5.83,-2.463,-1.261340909
6,165.834,13.573586,30.7638,8,5,7,7,7,5,0,0,0,0,3.866414,6.905251374,8.949745084,8.682352941,8.288,8.020111377,60.83114132,0.863156422,1.118718135,1.085294118,1.036,1.002513922,7.603892665,0,7.917536354,165.8910608,0,0,0,0,0,0,0,0,4,0,1,0,0,38,3.264,-4.058,-5.745,-2.481,-1.263860684
14,295.336,24.164,57.7545,14,14,14,10,7,7,4,1,0,7,3.356,13.64184124,16.15185725,16.08627451,15.688,14.14610778,104.293503,0.974417231,1.153704089,1.149019608,1.120571429,1.01043627,7.449535928,43.14,9.905435654,292.8371666,0,3,0,0,1,1,2,0,8,0,1,0,0,76,0.921,-4.797,-5.328,-4.407,-1.277501759
6,74.062,13.233965,27.3863,11,6,11,8,5,0,3,0,0,6,6.786035,7.112533076,10.88273853,10.50588235,10.628,7.655068862,83.13042814,0.646593916,0.989339866,0.955080214,0.966181818,0.695915351,7.557311649,12.89,7.921172722,79.04219916,0,1,0,0,0,1,1,0,1,0,0,0,0,30,2.398,-3.815,-5.072,-2.674,-1.293915676
10,194.424,19.902379,46.7099,13,10,13,10,7,4,3,0,0,6,4.539621,10.80010849,13.95884924,13.65490196,13.436,11.59423892,96.33417305,0.830777576,1.073757633,1.050377074,1.033538462,0.891864532,7.410321004,20.23,9.297526734,195.9249478,1,1,0,0,1,1,1,1,4,0,0,0,0,54,3.197,-4.056,-5.704,-2.507,-1.319124317
5,64.043,13.176344,21.2183,13,4,12,11,11,3,1,1,0,1,9.703656,6.88211032,12.8820102,12.25098039,12.44,7.674457485,100.2675413,0.529393102,0.990923861,0.942383107,0.956923077,0.590342883,7.712887794,17.07,7.183870715,72.05751488,0,1,0,0,0,0,1,0,1,0,1,0,0,30,2.788,-3.845,-5.297,-2.509,-1.33729609
6,80.042,12.644758,21.105,12,5,11,9,9,3,2,2,0,2,9.433242,7.05508162,12.32483613,11.8745098,12.08,7.356142515,92.1365018,0.587923468,1.027069677,0.989542484,1.006666667,0.613011876,7.678041816,26.3,7.46565531,86.03677943,0,2,0,0,0,0,2,0,2,0,2,0,0,34,3.393,-3.928,-5.696,-2.303,-1.342670341
6,165.834,12.24,30.9454,6,5,5,4,4,4,1,1,0,1,1.68,6.36342357,7.06190823,6.956862745,6.528,7.221556886,44.54558084,1.060570595,1.176984705,1.159477124,1.088,1.203592814,7.424263473,0,7.917536354,163.8754107,0,0,0,0,0,0,0,0,4,0,0,0,0,36,2.985,-4.04,-5.587,-2.603,-1.34725002
18,317.942,34.111172,81.3254,22,20,24,18,12,8,6,0,0,12,9.884828,18.87667739,23.4989075,23.10588235,22.848,19.77914491,160.8526898,0.85803079,1.068132159,1.05026738,1.038545455,0.899052041,7.311485901,18.46,10.22814021,319.8965401,0,2,1,1,2,2,2,0,6,0,0,0,0,92,2.937,-4.095,-5.594,-2.657,-1.355095066
6,72.066,14.560758,30.9558,12,6,12,9,6,0,3,0,0,6,6.559242,7.625483411,11.66351056,11.17647059,11.28,8.395663473,89.3128491,0.635456951,0.971959213,0.931372549,0.94,0.699638623,7.442737425,0,7.921172722,78.04695019,0,0,0,0,1,1,0,0,0,0,0,0,0,30,3.54,-3.906,-5.711,-2.171,-1.38162346
9,112.091,21.18793,42.3374,19,9,19,16,13,3,3,0,0,6,9.61207,11.22506615,18.76547706,18.01176471,18.256,12.31013772,146.0327725,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,7.685935392,52.04,9.038602609,122.0843983,4,2,0,0,1,1,2,2,2,0,0,0,0,48,3.465,-3.618,-5.402,-1.937,-1.407561367
17,321.397,35.353965,83.0524,22,18,23,17,10,5,6,0,0,13,7.566035,18.80884897,23.04697742,22.50980392,22.06,20.52333234,160.451476,0.854947681,1.047589883,1.023172906,1.002727273,0.932878743,7.293248911,0,10.05078624,323.8833886,0,0,0,0,2,2,0,0,5,0,1,0,0,88,3.447,-4.256,-5.983,-2.536,-1.424247397
6,72.066,19.895102,23.4438,20,5,19,19,19,5,0,0,0,0,15.304898,9.792794627,19.21485798,18.07843137,18.32,11.58988144,154.455091,0.489639731,0.960742899,0.903921569,0.916,0.579494072,7.722754551,0,6.996681488,86.10955045,0,0,0,0,0,0,0,0,0,0,3,0,0,38,3.753,-3.882,-5.823,-2.07,-1.485600941
19,240.177,36.87193,77.6108,29,20,30,20,14,4,10,4,0,16,15.48807,20.65466436,29.42680262,28.70980392,29.056,21.27061677,216.2833713,0.712229806,1.014717332,0.989993239,1.001931034,0.733469544,7.458047285,58.86,9.715711145,250.0742276,0,4,0,0,2,2,4,0,4,0,4,0,0,92,2.258,-3.799,-4.952,-2.694,-1.523928198
7,84.077,17.654344,35.2378,15,7,15,12,9,1,3,0,0,6,8.745656,9.167311215,14.55134741,13.90196078,14.04,10.19421796,112.3411042,0.611154081,0.970089828,0.926797386,0.936,0.679614531,7.489406946,0,8.388905171,92.06260026,0,0,0,0,1,1,0,0,0,0,0,0,0,36,3.69,-3.887,-5.769,-2.079,-1.55472606
8,96.088,20.74793,39.5198,18,8,18,15,12,2,3,0,0,6,10.93207,10.70913902,17.43918427,16.62745098,16.8,11.99277246,135.3693593,0.594952168,0.96884357,0.923747277,0.933333333,0.666265136,7.52051996,0,8.727292029,106.0782503,0,0,0,0,1,1,0,0,0,0,0,0,0,42,3.726,-3.82,-5.73,-2.004,-1.58831037
7,88.065,15.362758,32.5613,13,7,13,10,7,1,3,0,0,6,6.559242,8.340282516,12.99417334,12.5254902,12.68,8.875902994,97.46737006,0.641560194,0.999551796,0.963499246,0.975384615,0.682761769,7.497490005,20.23,8.388905171,94.04186481,1,1,0,0,1,1,1,1,1,0,0,0,0,36,3.549,-3.894,-5.705,-2.156,-1.620553158
8,121.526,17.840758,39.2218,14,8,14,11,8,2,3,0,0,6,6.319242,9.47430287,14.09213401,13.60784314,13.64,10.35973533,105.7809509,0.676735919,1.006581001,0.971988796,0.974285714,0.739981095,7.555782207,26.02,8.796490207,127.0188769,2,1,0,0,1,1,1,1,2,0,0,0,0,42,2.892,-3.986,-5.495,-2.602,-1.640616123
10,194.424,19.902379,46.7099,13,10,13,10,7,4,3,0,0,6,4.539621,10.80010849,13.95884924,13.65490196,13.436,11.59423892,96.33417305,0.830777576,1.073757633,1.050377074,1.033538462,0.891864532,7.410321004,20.23,9.287579152,195.9249478,1,1,0,0,1,1,1,1,4,0,0,0,0,54,3.211,-4.134,-5.802,-2.59,-1.662355311
8,96.088,20.74793,39.5198,18,8,18,15,12,2,3,0,0,6,10.93207,10.70913902,17.43918427,16.62745098,16.8,11.99277246,135.3693593,0.594952168,0.96884357,0.923747277,0.933333333,0.666265136,7.52051996,0,8.712924435,106.0782503,0,0,0,0,1,1,0,0,0,0,0,0,0,42,3.686,-3.901,-5.8,-2.114,-1.763856554
8,104.064,14.831172,31.0288,12,8,12,8,8,4,4,4,0,4,6.288828,8.513253816,12.43699927,12.14901961,12.32,8.557588024,89.33633054,0.709437818,1.036416606,1.012418301,1.026666667,0.713132335,7.444694212,34.14,8.712924435,108.0211294,0,2,0,1,0,0,2,0,2,0,0,0,0,40,0.833,-5.357,-5.841,-5.008,-1.789821672
8,100.08,18.094344,38.0554,16,8,16,13,10,2,3,0,0,6,7.425656,9.683238347,15.8776402,15.28627451,15.496,10.51158323,123.0045174,0.605202397,0.992352513,0.955392157,0.9685,0.656973952,7.687782335,52.04,8.712924435,108.0687483,4,2,0,0,1,1,2,2,2,0,0,0,0,42,3.201,-3.471,-5.142,-1.941,-2.069963035
